bug.id,treatment,temp,load,mass.T0,died,Timepoint,expct.hour,age,instar,tot.cnsmp,Date,time,fed,mass,mass.gain,log.mg,log.cnsmp
20_c_13,control,20,NA,43.19,0,T37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_13,control,20,NA,43.19,0,T4,48,48.06666667,3,52.99136,320,9.633333333,1,94.79,51.6,3.94352167248752,3.97012888139518
20_c_13,control,20,NA,43.19,0,T5,54,53.95,3,62.72427,320,15.51666667,1,108.34,65.15,4.17669230357085,4.13874845408193
20_c_13,control,20,NA,43.19,0,T6,72,72.23333333,3,92.44027,321,9.8,1,159,115.81,4.75195091719629,4.52656270621542
20_c_13,control,20,NA,43.19,0,T7,78,78.06666667,3,101.45349,321,15.63333333,1,164.28,121.09,4.79653407076627,4.61960046686297
20_c_13,control,20,NA,43.19,0,T8,96,96.36666667,3,135.5032,322,9.933333333,1,222.01,178.82,5.18637971330717,4.90899525627706
20_c_13,control,20,NA,43.19,0,T9,102,101.6666667,3,145.23869,322,15.23333333,1,231.21,188.02,5.2365483401504,4.97837852695162
20_c_14,control,20,NA,41.02,0,T0,0,0,3,1,318,9.6,NA,41.02,1,0,0
20_c_14,control,20,NA,41.02,0,T1,6,6.383333333,3,9.51145,318,15.98333333,1,47.87,6.84999999999999,1.92424865227413,2.25249633601784
20_c_14,control,20,NA,41.02,0,T10,120,120.6833333,3,164.81435,323,10.28333333,0,204.85,163.83,5.09882930483217,5.10481968892726
20_c_14,control,20,NA,41.02,0,T11,126,125.9833333,4,170.80232,323,15.58333333,0,200.23,159.21,5.07022408550791,5.14050686440039
20_c_14,control,20,NA,41.02,0,T12,144,145.1166667,4,213.80452,324,10.71666667,1,305.07,264.05,5.57613847915294,5.36506213962098
20_c_14,control,20,NA,41.02,0,T13,168,169,4,302.41118,325,10.6,1,530.22,489.2,6.19277140381302,5.71178761452144
20_c_14,control,20,NA,41.02,0,T14,192,191.7666667,4,431.15731,326,9.366666667,1,908.14,867.12,6.76517737550749,6.06647301191076
20_c_14,control,20,NA,41.02,0,T15,216,216.1333333,4,608.60457,327,9.733333333,1,1447,1405.98,7.24848984751837,6.41116874647181
20_c_14,control,20,NA,41.02,0,T16,240,239.0833333,4,657.68216,328,8.683333333,1,1511.61,1470.59,7.2934189597934,6.48872177511047
20_c_14,control,20,NA,41.02,0,T17,264,262.5666667,4,667.89737,329,8.166666667,1,1496.87,1455.85,7.28334520147148,6.50413452400861
20_c_14,control,20,NA,41.02,0,T18,288,288.85,5,685.93332,330,10.45,0,1434.95,1393.93,7.23988237485161,6.53078042183536
20_c_14,control,20,NA,41.02,0,T19,312,314.8333333,5,881.35439,331,12.43333333,1,2066.68,2025.66,7.61365085236425,6.78145980384862
20_c_14,control,20,NA,41.02,0,T2,24,24.4,3,27.74476,319,10,1,67.15,26.13,3.26308407953252,3.32304699353321
20_c_14,control,20,NA,41.02,0,T20,336,338.8833333,5,1275.72405,332,12.48333333,1,3349.83,3308.81,8.1043438871132,7.1512691787613
